nvalues,tauhats,sehats,lb,ub
10,0.29379545115092043,,,
15,0.7287478166288119,0.613903069265482,-0.4745021991315328,1.9319978323891567
20,0.7036705812185615,0.5434449861771428,-0.36148159168863825,1.7688227541257613
25,0.725658029938935,0.2979225303311968,0.14172987048978924,1.3095861893880807
30,0.24679805316941172,0.22400186590532303,-0.1922456040050214,0.6858417103438448
35,0.22032352133274102,0.3131358056230304,-0.39342265768839857,0.8340697003538806
40,0.4008247151295041,0.3048633164288498,-0.19670738507104146,0.9983568153300497
45,0.11407664471796952,0.2265906268542783,-0.33004098391641595,0.558194273352355
50,0.4502453407456537,0.16646180221115287,0.12398020841179408,0.7765104730795134
55,0.19763175576508107,0.2568285525553466,-0.30575220724339824,0.7010157187735604
60,-0.002548499988593189,0.1725084597589233,-0.34066508111608285,0.33556808113889647
65,0.256279030537951,0.20029976292795826,-0.13630850480084722,0.6488665658767492
70,0.4826142472083932,0.17071081959950138,0.14802104079337047,0.817207453623416
75,0.38226151957093113,0.15888158051194848,0.07085362176751214,0.6936694173743501
80,0.22144190714023126,0.16556775429293621,-0.10307089127392371,0.5459547055543863
85,-0.019726347434984026,0.13028788823368595,-0.27509060837300847,0.23563791350304042
90,0.26797274798123016,0.16438299439523604,-0.05421792103343248,0.5901634169958928
95,0.21231243400162358,0.1474208495096634,-0.07663243103731665,0.5012572990405638
100,-0.10185685316438997,0.1652498921908918,-0.4257466418585379,0.22203293552975795
105,0.25731271289324953,0.1305594118038212,0.0014162657577599935,0.5132091600287391
110,0.4298288910015642,0.14546047920531463,0.1447263517591475,0.7149314302439809
115,0.17654034775908212,0.1326715045281522,-0.08349580111609622,0.43657649663426046
120,0.14991046708261158,0.13803207396264303,-0.12063239788416874,0.4204533320493919
125,0.13693480484062892,0.10830710724735494,-0.07534712536418675,0.3492167350454446
130,0.22259476538330558,0.10300041357211875,0.020713954781952815,0.42447557598465835
135,0.2190257112974554,0.1378106256015604,-0.051083114881603,0.4891345374765138
140,0.14934337916823504,0.10953805656547332,-0.06535121170009267,0.36403797003656274
145,0.12158779998407043,0.13698053625589304,-0.14689405107747994,0.3900696510456208
150,-0.047464438715683066,0.12410588835933131,-0.29071197989997244,0.1957831024686063
155,0.1425670259657661,0.09599918726372318,-0.04559138107113134,0.33072543300266355
160,0.0849526911097247,0.09783236104785648,-0.10679873654407399,0.2767041187635234
165,0.08715868744060584,0.12081239919831727,-0.149633614988096,0.3239509898693077
170,0.052539516620604854,0.10561568784998936,-0.15446723156537429,0.259546264806584
175,0.18852062566182104,0.11219509031838905,-0.03138175136222149,0.40842300268586357
180,0.26941283395111687,0.12317811738216237,0.02798372388207862,0.5108419440201551
185,0.13616358511820792,0.10351805154019256,-0.06673179590056949,0.33905896613698533
190,0.16696121050639456,0.09381276560772792,-0.01691181008475215,0.3508342310975413
195,0.26762747486700933,0.11556217434127679,0.04112561315810684,0.49412933657591185
200,0.2713622143280361,0.1017847073026922,0.07186418801475936,0.4708602406413128
205,0.1869728619554023,0.09608194501648253,-0.0013477502769034533,0.3752934741877081
210,-0.006115884224389134,0.0955216658521334,-0.19333834929457058,0.18110658084579231
215,0.1590180526883651,0.08855979851328726,-0.01455915239767791,0.3325952577744081
220,0.1751514138510677,0.1079325558399136,-0.036396395595162945,0.38669922329729833
225,0.27422978089574734,0.09866362717050849,0.08084907164155072,0.46761049014994394
230,0.04431541336851891,0.09285515890750316,-0.1376806980901873,0.2263115248272251
235,0.2246897725372441,0.10064443636283216,0.027426677266093075,0.42195286780839514
240,0.2165186319337984,0.0974284674442065,0.02555883574315365,0.4074784281244431
245,0.23908163999005927,0.08447466287431461,0.07351130075640264,0.4046519792237159
250,0.22467884120765236,0.08569327848940282,0.05672001536842283,0.39263766704688186
255,0.12370742961722025,0.08839411570764465,-0.049545037169763245,0.2969598964042037
260,0.042944315901702,0.09235836215470598,-0.13807807392152172,0.22396670572492572
265,0.19931459714128885,0.09424483213959144,0.01459472614768964,0.38403446813488806
270,0.22230240250605515,0.0900472118233235,0.0458098673323411,0.3987949376797692
275,0.16366158370108463,0.08601094826031576,-0.004919874889134257,0.3322430422913035
280,0.2543390714129159,0.0883152956230834,0.08124109199167243,0.4274370508341594
285,0.16220310184492126,0.0941784706960597,-0.02238670071935575,0.3467929044091983
290,0.26298370460417364,0.08229109303549859,0.1016931622545964,0.4242742469537509
295,0.1310577915463449,0.079530415235798,-0.02482182231581917,0.286937405408509
300,0.14310407952080295,0.08443277525631301,-0.02238415998157056,0.30859231902317646
305,0.17325129795094973,0.07374358437098166,0.028713872583825684,0.3177887233180738
310,0.10182812601525937,0.07665298065021847,-0.04841171605916883,0.25206796808968757
315,0.11213354433503375,0.08329709574471521,-0.051128763324608056,0.27539585199467553
320,0.17710128537832914,0.0780111867709562,0.024199359307255003,0.33000321144940326
325,0.17371188210602417,0.0835651306085633,0.00992422611324012,0.3374995380988082
330,0.08770465189185783,0.06815899542147738,-0.04588697913423784,0.2212962829179535
335,0.03899163792822091,0.07741252530078854,-0.11273691166132463,0.19072018751776645
340,0.14941802191160136,0.08006116735903276,-0.007501866112102851,0.3063379099353056
345,0.23784916889670726,0.08141430172955647,0.07827713750677659,0.39742120028663797
350,0.2512757080210899,0.07607006574786768,0.10217837915526926,0.4003730368869105
355,0.2813977030934449,0.07592301149059076,0.13258860057188704,0.4302068056150028
360,0.10355057289897718,0.07633859497478299,-0.046073073251597485,0.25317421904955184
365,0.1328432844220554,0.07988022204307234,-0.023721950782366386,0.2894085196264772
370,0.20757575076215584,0.07494180984509685,0.060689803465766023,0.35446169805854566
375,0.013509618875312213,0.07556213029414283,-0.13459215650120773,0.16161139425183216
380,0.18815813289151184,0.07957837549578417,0.032184516919774864,0.3441317488632488
385,0.3277045618474421,0.07164574952062573,0.18727889278701568,0.46813023090786854
390,0.07417086334843814,0.07016574357965404,-0.06335399406768377,0.21169572076456006
395,0.1701584186079279,0.0731657216006782,0.02675360427059864,0.3135632329452572
400,0.1401131385844595,0.06667741276491349,0.009425409565229081,0.27080086760368993
405,0.22615570999136247,0.07085465857045553,0.08728057919326965,0.3650308407894553
410,0.11582409550286693,0.06918548648251241,-0.01977945800285738,0.25142764900859127
415,0.19687839279191416,0.06984558586958962,0.05998104448751851,0.3337757410963098
420,0.21801896498804352,0.07411064383635878,0.07276210306878031,0.36327582690730675
425,0.1862044647464956,0.06523845693631883,0.058337089151310695,0.3140718403416805
430,0.2573170874841956,0.06970516885901278,0.12069495652053053,0.3939392184478606
435,0.23892461189122183,0.070310732984213,0.10111557524216433,0.37673364854027935
440,0.2997282963478469,0.07003395435960182,0.16246174580302736,0.4369948468926665
445,0.14521554796494895,0.06393961435992405,0.01989390381949782,0.27053719211040006
450,0.21767797412267698,0.07065758314428583,0.07918911115987676,0.3561668370854772
455,0.2113257784456729,0.06545641465747215,0.08303120571702749,0.3396203511743183
460,0.2549034200430006,0.06431641857867755,0.1288432396287926,0.38096360045720856
465,0.22039848608262402,0.06924488835258905,0.08467850491154949,0.35611846725369856
470,0.2791392569183372,0.0658583556447794,0.15005687985456956,0.4082216339821048
475,0.12592102955920398,0.0650752186441284,-0.0016263989832876746,0.2534684581016956
480,0.12564012839021893,0.07164294161959386,-0.014780037184185052,0.26606029396462294
485,0.29825283746204245,0.061564684641180464,0.17758605556532875,0.41891961935875616
490,0.19398343471881763,0.06520830725404005,0.06617515250089914,0.32179171693673614
495,0.23304094354603028,0.06313717852307416,0.10929207364080494,0.3567898134512556
500,0.21865865097413828,0.06233046357855709,0.09649094236016639,0.34082635958811014
505,0.19353797231324488,0.06358238124986462,0.06891650506351021,0.31815943956297954
510,0.2833548960041836,0.061685826026370676,0.1624506769924971,0.40425911501587014
515,0.30985289878954453,0.059750602826756434,0.19274171724910194,0.4269640803299871
520,0.13939018098693357,0.06278885566132861,0.016324023890729497,0.2624563380831376
525,0.3215428170233575,0.0628343738499175,0.19838744427751923,0.44469818976919584
530,0.19036942755099884,0.06279074566422685,0.06729956604911422,0.31343928905288343
535,0.2504797980152909,0.06491613083335819,0.12324418158190886,0.37771541444867296
540,0.2018934468728537,0.06300793685172594,0.07839789064347087,0.32538900310223656
545,0.27531537763629765,0.06239612225883323,0.1530189780089845,0.3976117772636108
550,0.18437635584005696,0.05957825257169433,0.06760298079953608,0.30114973088057784
555,0.09380524803209189,0.06175826710141477,-0.027240955486681054,0.21485145155086482
560,0.1528523966027655,0.05744186996102923,0.040266331479148224,0.2654384617263828
565,0.23415429697405207,0.058807121690314296,0.11889233846103606,0.3494162554870681
570,0.270020068905402,0.057474809739074574,0.1573694418168158,0.3826706959939882
575,0.1104228580008676,0.06123770661975786,-0.009603046973857804,0.230448762975593
580,0.14000387764506844,0.05959722679803163,0.023193313120926443,0.25681444216921046
585,0.14962885770252843,0.057104035034840545,0.03770494903424096,0.2615527663708159
590,0.1194271249539306,0.0600341796882838,0.0017601327648943538,0.23709411714296685
595,0.220187839553744,0.058664829349433706,0.10520477402885393,0.33517090507863406
600,0.2026003382795607,0.05811912409359684,0.08868685505611089,0.3165138215030105
605,0.2109951274869672,0.05750202860938644,0.09829115141256978,0.3236991035613646
610,0.22395987820294483,0.05888610107053155,0.10854312010470299,0.33937663630118664
615,0.2585830941686815,0.05766194388395882,0.14556568415612225,0.3716005041812408
620,0.2679375222497644,0.05852623605173091,0.15322609958837186,0.382648944911157
625,0.23634762174527263,0.054148621751506094,0.13021632311232068,0.3424789203782246
630,0.17589597186881548,0.060751094970549945,0.05682382572653759,0.29496811801109335
635,0.2220466720525942,0.0547831372889899,0.114671722966174,0.3294216211390144
640,0.15601422667844378,0.05475170357374256,0.04870088767390837,0.2633275656829792
645,0.3251210358379857,0.05634501649423341,0.2146848035092882,0.43555726816668316
650,0.3124193021857534,0.05601140397674156,0.20263695039133997,0.42220165398016685
655,0.2113745943670558,0.05310873820402829,0.10728146748716036,0.3154677212469512
660,0.26773958774149675,0.054935485725466804,0.16006603571958183,0.3754131397634117
665,0.21384991787729968,0.05614020564305039,0.10381511481692092,0.32388472093767845
670,0.2096551346715192,0.05394664338619933,0.1039197136345685,0.31539055570846986
675,0.16038217446575453,0.055888423200725984,0.050840864992331605,0.2699234839391775
680,0.23723656155147843,0.05490792541734266,0.12961702773348682,0.34485609536947004
685,0.2302217083197015,0.05056782403597429,0.1311087732091919,0.3293346434302111
690,0.15256796337625245,0.04932920511335328,0.055882721354080025,0.24925320539842488
695,0.3025698917916255,0.05316344141288681,0.1983695466223674,0.40677023696088366
700,0.23317927819890505,0.05199336040841242,0.1312722917984167,0.3350862645993934
705,0.22929653330904198,0.053818448190081886,0.12381237485648149,0.33478069176160247
710,0.11586092908618406,0.04961903998121256,0.018607610723007442,0.2131142474493607
715,0.10678630840726155,0.05619973836489948,-0.003365178787941417,0.2169377956024645
720,0.2225753593290073,0.05483511685011097,0.1150985303027898,0.33005218835522476
725,0.24592449257350324,0.0554550833066455,0.13723252929247806,0.3546164558545284
730,0.26868250604595856,0.052604631378896746,0.16557742854332094,0.3717875835485962
735,0.3015463851980933,0.04803652498637332,0.2073947962248016,0.39569797417138497
740,0.2588302665943096,0.05093962477150858,0.15898860204215276,0.3586719311464664
745,0.1107100176405631,0.05408460448220731,0.004704192855436773,0.21671584242568942
750,0.2325756391043352,0.04982345194588093,0.1349216732904086,0.3302296049182618
755,0.20616085572950327,0.0524775357958696,0.10330488556959885,0.3090168258894077
760,0.23112750921592318,0.04982850104665872,0.13346364716447207,0.3287913712673743
765,0.121986335406852,0.05303910247171798,0.01802969456228476,0.22594297625141924
770,0.27758339632911205,0.051951178189911046,0.17575908707688642,0.3794077055813377
775,0.13243802505837143,0.05114611365821105,0.03219164228827778,0.23268440782846508
780,0.23165766767384724,0.04934652376705972,0.13493848109041018,0.3283768542572843
785,0.11284563874228137,0.0529773226905026,0.00901008626889628,0.21668119121566648
790,0.25100112958874893,0.04856217398704387,0.15581926857414294,0.3461829906033549
795,0.2385336853744484,0.04914275577068426,0.14221388406390725,0.3348534866849896
800,0.2962298869994928,0.04863618528027977,0.20090296385014447,0.39155681014884114
805,0.17973402161642238,0.04997533895549027,0.08178235726366145,0.2776856859691833
810,0.17020021702540888,0.04879051852528036,0.07457080071585938,0.2658296333349584
815,0.2347754010815989,0.05067558420870824,0.13545125603253072,0.33409954613066706
820,0.268623232551922,0.051349034672567934,0.16797912459368886,0.36926734051015514
825,0.21093418846726042,0.05042060142656791,0.11210980967118732,0.3097585672633335
830,0.12752146951231014,0.050925886081269925,0.02770673279302109,0.22733620623159917
835,0.13707087286509625,0.04811613376496915,0.04276325068575672,0.2313784950444358
840,0.1601213646298335,0.04918390543337779,0.06372090998041303,0.256521819279254
845,0.12065217542686041,0.04964293454127255,0.023352023725966217,0.21795232712775459
850,0.1331103408999894,0.04885792578287168,0.03734880636556091,0.2288718754344179
855,0.22447221265166467,0.050014331855742986,0.12644412221440843,0.3225003030889209
860,0.24502179894584256,0.04679571909587307,0.15330218951793134,0.33674140837375377
865,0.18485270812725862,0.050723172636751024,0.08543528975922662,0.2842701264952906
870,0.21347803369954543,0.048026273840241426,0.11934653697267224,0.30760953042641864
875,0.22014609365503146,0.04896274468763795,0.12417911406726108,0.31611307324280186
880,0.17039993217961835,0.04889973441096283,0.0745564527341312,0.2662434116251055
885,0.17735407799008363,0.0499059875698917,0.07953834235309588,0.2751698136270714
890,0.22467261992693555,0.04962687087366438,0.12740395301455337,0.3219412868393177
895,0.16522556345484174,0.05112926397270414,0.06501220606834163,0.26543892084134185
900,0.21586298705591145,0.048182386001443936,0.12142551049308134,0.31030046361874153
905,0.18288516720529713,0.0488680017423603,0.08710388379027094,0.2786664506203233
910,0.24314201060900997,0.04526552523311444,0.1544215811521057,0.33186244006591425
915,0.14386780354094114,0.04362854859893531,0.058355848287027945,0.22937975879485434
920,0.3046761384249763,0.0440446509968093,0.2183486224712301,0.39100365437872253
925,0.19367827924707376,0.04729282700900484,0.10098433830942427,0.28637222018472325
930,0.19694315714390426,0.04765692840971915,0.10353557746085473,0.2903507368269538
935,0.19385960406247615,0.045727538830271953,0.10423362795514313,0.2834855801698092
940,0.2536456517383827,0.044817652002710186,0.16580305381307076,0.3414882496636947
945,0.21157963294249726,0.047176141334687276,0.1191143959265102,0.30404486995848434
950,0.12362922172914692,0.049103217418518134,0.027386915588851382,0.21987152786944247
955,0.19891268760262903,0.04715194189432954,0.10649488148974315,0.2913304937155149
960,0.2318571509966204,0.04624403376724734,0.14121884481281563,0.32249545718042516
965,0.1843954518891726,0.0476888775466637,0.09092525189771176,0.27786565188063345
970,0.13323514220754196,0.046700767359413524,0.04170163818309146,0.22476864623199244
975,0.24474330913914644,0.04518641901584772,0.15617792786808493,0.33330869041020794
980,0.11361657646708084,0.047712579336098314,0.020099920968328147,0.20713323196583355
985,0.2054744318174957,0.04297307988460097,0.12124719524367779,0.2897016683913136
990,0.22547951832208651,0.04572749048746199,0.13585363696666103,0.315105399677512
995,0.14584125791038238,0.046434171211361376,0.05483028233611409,0.23685223348465068
